営業日,商品コード,商品名,カテゴリ1コード,カテゴリ1,カテゴリ2コード,カテゴリ2,カテゴリ3コード,カテゴリ3,カテゴリ4コード,カテゴリ4,カテゴリ5コード,カテゴリ5,平均単価,売上数量,売上金額
2021/04/16(金),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",7,"¥7,700"
2021/04/16(金),194,参加費,39,イベント,45,イベント参加費,,,,,,,"¥2,000",14,"¥28,000"
2021/04/17(土),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,430",1,"¥1,430"
2021/04/17(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",4,"¥4,840"
2021/04/17(土),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥756,1,¥756
2021/04/17(土),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/17(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,4,"¥1,540"
2021/04/17(土),130,TO)ホワイト単品,15,テイクアウト,21,TO)弁当,,,,,,,¥421,2,¥842
2021/04/17(土),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥495,2,¥990
2021/04/17(土),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,320",2,"¥2,640"
2021/04/17(土),169,TO) 擂茶,15,テイクアウト,21,TO)弁当,,,,,,,"¥1,080",1,"¥1,080"
2021/04/17(土),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/04/17(土),183,フルーツ・ロジャ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/17(土),184,揚げワンタン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/17(土),185,スープパンミー,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,320",5,"¥6,600"
2021/04/17(土),187,TO)スープパンミー,15,テイクアウト,21,TO)弁当,,,,,,,"¥1,080",2,"¥2,160"
2021/04/17(土),189,TO)黒ゴマのお汁粉(芝麻糊),15,テイクアウト,38,TO)デザート,,,,,,,¥400,1,¥400
2021/04/17(土),192,TO)揚げワンタン,15,テイクアウト,22,TO)ティフィン,,,,,,,¥756,1,¥756
2021/04/17(土),193,TO)ピーナッツのお汁粉(花生糊),15,テイクアウト,38,TO)デザート,,,,,,,¥400,1,¥400
2021/04/20(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/04/20(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/04/20(火),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/04/20(火),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/20(火),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,430",3,"¥4,290"
2021/04/20(火),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",5,"¥6,050"
2021/04/20(火),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",6,"¥7,260"
2021/04/20(火),13,醤油チキンライス,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",1,"¥1,210"
2021/04/20(火),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,2,"¥1,540"
2021/04/20(火),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,5,"¥3,850"
2021/04/20(火),18,揚げ春巻き,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,3,"¥2,310"
2021/04/20(火),19,揚げ饅頭 ｶﾚｰﾁｷﾝ付,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,2,"¥1,540"
2021/04/20(火),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥550,2,"¥1,100"
2021/04/20(火),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,4,"¥1,540"
2021/04/20(火),33,ビール,5,ディナーメニュー,13,アルコール,,,,,,,¥495,2,¥990
2021/04/20(火),35,ハイボール(ｿｰﾀﾞ割り),5,ディナーメニュー,13,アルコール,,,,,,,¥495,1,¥495
2021/04/20(火),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/04/20(火),41,緑茶,5,ディナーメニュー,12,ドリンク,,,,,,,¥330,1,¥330
2021/04/20(火),43,タイガービール(瓶),5,ディナーメニュー,13,アルコール,,,,,,,¥660,2,"¥1,320"
2021/04/20(火),46,レモンサワー,5,ディナーメニュー,13,アルコール,,,,,,,¥605,1,¥605
2021/04/20(火),47,マレーシア・マリング,5,ディナーメニュー,13,アルコール,,,,,,,¥605,1,¥605
2021/04/20(火),48,ｼﾝｶﾞﾎﾟｰﾙ・ｽﾘﾝｸﾞ,5,ディナーメニュー,13,アルコール,,,,,,,¥605,1,¥605
2021/04/20(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/04/20(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,5,¥825
2021/04/20(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/20(火),99,肉詰め厚揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/20(火),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥429,1,¥429
2021/04/20(火),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥495,2,¥990
2021/04/20(火),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,2,¥330
2021/04/20(火),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥495,1,¥495
2021/04/20(火),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥550,1,¥550
2021/04/20(火),157,TO)ダルゴナコーヒー,15,テイクアウト,36,TO)ドリンク単品,,,,,,,¥540,2,"¥1,080"
2021/04/20(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",6,"¥6,600"
2021/04/20(火),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,320",2,"¥2,640"
2021/04/20(火),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,5,"¥2,000"
2021/04/20(火),181,ピーナッツのお汁粉(花生糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,5,"¥2,000"
2021/04/20(火),182,ピサン・ゴレン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/20(火),183,フルーツ・ロジャ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,2,"¥1,540"
2021/04/20(火),184,揚げワンタン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,3,"¥2,310"
2021/04/20(火),185,スープパンミー,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,320",3,"¥3,960"
2021/04/20(火),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",3,"¥3,300"
2021/04/21(水),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",3,"¥3,630"
2021/04/21(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,1,¥990
2021/04/21(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/21(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/04/21(水),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/21(水),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥550,2,"¥1,100"
2021/04/21(水),30,コーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/04/21(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/21(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/04/21(水),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/04/21(水),96,ｾｯﾄ)緑茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/21(水),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",4,"¥4,400"
2021/04/21(水),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",3,"¥3,300"
2021/04/22(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,1,¥990
2021/04/22(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/22(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/04/22(木),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/22(木),14,野菜春雨炒め,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/22(木),18,揚げ春巻き,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/22(木),20,チキンライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥220,1,¥220
2021/04/22(木),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/04/22(木),30,コーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/04/22(木),39,ｱﾝﾁｮﾋﾞ＆ﾋﾟｰﾅｯﾂ炒め,5,ディナーメニュー,11,おつまみ,,,,,,,¥385,1,¥385
2021/04/22(木),47,マレーシア・マリング,5,ディナーメニュー,13,アルコール,,,,,,,¥605,4,"¥2,420"
2021/04/22(木),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,3,"¥2,916"
2021/04/22(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/22(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/04/22(木),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/04/22(木),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥429,3,"¥1,287"
2021/04/22(木),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥495,1,¥495
2021/04/22(木),120,シフォンケーキ単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥550,1,¥550
2021/04/22(木),122,AFｾｯﾄ)コーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,1,¥165
2021/04/22(木),125,AFｾｯﾄ)ミロ,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,1,¥165
2021/04/22(木),155,AFｾｯﾄ)ダルゴナコーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥385,1,¥385
2021/04/22(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",5,"¥5,500"
2021/04/22(木),178,トートバッグ（ﾅｼﾚﾏｯ）,42,雑貨,43,トートバッグ,,,,,,,"¥1,639",1,"¥1,639"
2021/04/22(木),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,2,¥800
2021/04/22(木),182,ピサン・ゴレン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/22(木),184,揚げワンタン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/22(木),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",3,"¥3,300"
2021/04/22(木),189,TO)黒ゴマのお汁粉(芝麻糊),15,テイクアウト,38,TO)デザート,,,,,,,¥400,1,¥400
2021/04/23(金),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",1,"¥1,210"
2021/04/23(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,3,"¥2,970"
2021/04/23(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,8,"¥7,920"
2021/04/23(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/23(金),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/23(金),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/23(金),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,430",1,"¥1,430"
2021/04/23(金),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",1,"¥1,210"
2021/04/23(金),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/04/23(金),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/04/23(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/04/23(金),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,8,"¥1,320"
2021/04/23(金),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/23(金),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥429,1,¥429
2021/04/23(金),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,1,¥165
2021/04/23(金),153,TO)ライムティー,15,テイクアウト,36,TO)ドリンク単品,,,,,,,¥486,1,¥486
2021/04/23(金),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",4,"¥4,400"
2021/04/23(金),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/04/23(金),181,ピーナッツのお汁粉(花生糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/04/23(金),182,ピサン・ゴレン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/23(金),184,揚げワンタン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/23(金),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",4,"¥4,400"
2021/04/24(土),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,430",2,"¥2,860"
2021/04/24(土),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",4,"¥4,840"
2021/04/24(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",7,"¥8,470"
2021/04/24(土),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/24(土),20,チキンライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥220,1,¥220
2021/04/24(土),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥550,1,¥550
2021/04/24(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,3,"¥1,155"
2021/04/24(土),32,オレンジジュース,5,ディナーメニュー,12,ドリンク,,,,,,,¥330,1,¥330
2021/04/24(土),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,3,"¥1,155"
2021/04/24(土),99,肉詰め厚揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/24(土),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥429,2,¥858
2021/04/24(土),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥495,2,¥990
2021/04/24(土),120,シフォンケーキ単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥550,1,¥550
2021/04/24(土),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,2,¥330
2021/04/24(土),125,AFｾｯﾄ)ミロ,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,1,¥165
2021/04/24(土),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥495,4,"¥1,980"
2021/04/24(土),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥550,1,¥550
2021/04/24(土),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/04/24(土),181,ピーナッツのお汁粉(花生糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/04/24(土),184,揚げワンタン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,2,"¥1,540"
2021/04/24(土),185,スープパンミー,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,320",6,"¥7,920"
2021/04/26(月),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",2,"¥2,420"
2021/04/26(月),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,4,"¥3,960"
2021/04/26(月),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/04/26(月),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/04/26(月),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/04/26(月),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/04/26(月),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/04/26(月),153,TO)ライムティー,15,テイクアウト,36,TO)ドリンク単品,,,,,,,¥486,1,¥486
2021/04/26(月),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",3,"¥3,300"
2021/04/26(月),180,黒ゴマのお汁粉(芝麻糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/04/26(月),181,ピーナッツのお汁粉(花生糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,2,¥800
2021/04/26(月),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",5,"¥5,500"
2021/04/27(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/04/27(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/04/27(火),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/04/27(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/27(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,8,"¥1,320"
2021/04/27(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/27(火),120,シフォンケーキ単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥550,1,¥550
2021/04/27(火),154,AFｾｯﾄ)ライムティー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥385,1,¥385
2021/04/27(火),157,TO)ダルゴナコーヒー,15,テイクアウト,36,TO)ドリンク単品,,,,,,,¥540,1,¥540
2021/04/27(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",2,"¥2,200"
2021/04/27(火),182,ピサン・ゴレン,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/04/27(火),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",6,"¥6,600"
2021/04/28(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,2,"¥1,980"
2021/04/28(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/04/28(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/04/28(水),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/28(水),9,ｾｯﾄ)オレンジジュース,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/04/28(水),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,1,¥972
2021/04/28(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/04/28(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/04/28(水),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",3,"¥3,300"
2021/04/28(水),189,TO)黒ゴマのお汁粉(芝麻糊),15,テイクアウト,38,TO)デザート,,,,,,,¥400,4,"¥1,600"
2021/05/06(木),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",1,"¥1,210"
2021/05/06(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,4,"¥3,960"
2021/05/06(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/05/06(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/05/06(木),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,4,¥660
2021/05/06(木),56,TO)エビ麺,15,テイクアウト,6,L)麺,,,,,,,"¥1,188",1,"¥1,188"
2021/05/06(木),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,1,¥972
2021/05/06(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,5,"¥4,950"
2021/05/06(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/05/06(木),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/05/06(木),135,替玉,5,ディナーメニュー,6,L)麺,,,,,,,¥220,1,¥220
2021/05/06(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",5,"¥5,500"
2021/05/06(木),181,ピーナッツのお汁粉(花生糊),5,ディナーメニュー,10,デザート,,,,,,,¥400,1,¥400
2021/05/07(金),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",2,"¥2,420"
2021/05/07(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/05/07(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/05/07(金),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/05/07(金),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/05/07(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/05/07(金),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,2,¥330
2021/05/07(金),186,L)スープパンミー,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/05/08(土),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,210",2,"¥2,420"
2021/05/08(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,210",2,"¥2,420"
2021/05/08(土),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/05/08(土),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,2,"¥1,540"
2021/05/08(土),20,チキンライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥220,1,¥220
2021/05/08(土),25,マレーシア風漬物,5,ディナーメニュー,11,おつまみ,,,,,,,¥385,1,¥385
2021/05/08(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/05/08(土),105,TO)ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,15,テイクアウト,38,TO)デザート,,,,,,,¥540,2,"¥1,080"
2021/05/08(土),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥320,1,¥320
2021/05/08(土),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥550,1,¥550
2021/05/08(土),183,フルーツ・ロジャ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/05/08(土),185,スープパンミー,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,320",2,"¥2,640"
2021/05/10(月),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/05/10(月),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,2,"¥1,980"
2021/05/10(月),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/05/10(月),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
