営業日,商品コード,商品名,カテゴリ1コード,カテゴリ1,カテゴリ2コード,カテゴリ2,カテゴリ3コード,カテゴリ3,カテゴリ4コード,カテゴリ4,カテゴリ5コード,カテゴリ5,平均単価,売上数量,売上金額
2021/03/11(木),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,1,¥390
2021/03/11(木),120,シフォンケーキ単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥500,1,¥500
2021/03/11(木),122,AFｾｯﾄ)コーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,1,¥150
2021/03/11(木),155,AFｾｯﾄ)ダルゴナコーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥350,1,¥350
2021/03/11(木),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥500,1,¥500
2021/03/11(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",2,"¥2,000"
2021/03/12(金),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",7,"¥7,700"
2021/03/12(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,8,"¥7,200"
2021/03/12(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,6,"¥5,400"
2021/03/12(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/12(金),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/12(金),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,300",1,"¥1,300"
2021/03/12(金),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/03/12(金),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/12(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,5,"¥4,500"
2021/03/12(金),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,6,¥900
2021/03/12(金),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/12(金),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,1,¥390
2021/03/12(金),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,1,¥150
2021/03/12(金),130,TO)ホワイト単品,15,テイクアウト,21,TO)弁当,,,,,,,¥390,1,¥390
2021/03/12(金),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",2,"¥2,000"
2021/03/12(金),169,TO) 擂茶,15,テイクアウト,21,TO)弁当,,,,,,,"¥1,000",1,"¥1,000"
2021/03/13(土),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,100",2,"¥2,200"
2021/03/13(土),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,100",4,"¥4,400"
2021/03/13(土),14,野菜春雨炒め,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/13(土),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,2,"¥1,400"
2021/03/13(土),17,茹で野菜自家製ソース,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/13(土),19,揚げ饅頭 ｶﾚｰﾁｷﾝ付,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/13(土),20,チキンライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥200,1,¥200
2021/03/13(土),21,ココナッツライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥200,1,¥200
2021/03/13(土),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,2,¥700
2021/03/13(土),30,コーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/13(土),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/13(土),44,カールスバーグ(瓶),5,ディナーメニュー,13,アルコール,,,,,,,¥400,1,¥400
2021/03/13(土),99,肉詰め厚揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/13(土),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,3,"¥1,170"
2021/03/13(土),122,AFｾｯﾄ)コーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,1,¥150
2021/03/13(土),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥500,1,¥500
2021/03/13(土),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",1,"¥1,200"
2021/03/16(火),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/03/16(火),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,2,"¥1,800"
2021/03/16(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,4,"¥3,600"
2021/03/16(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,2,"¥1,800"
2021/03/16(火),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/03/16(火),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/03/16(火),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/16(火),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/16(火),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/16(火),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥900,1,¥900
2021/03/16(火),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/16(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,5,"¥4,500"
2021/03/16(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,7,"¥1,050"
2021/03/16(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,2,¥300
2021/03/16(火),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,2,¥780
2021/03/16(火),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥450,1,¥450
2021/03/16(火),138,TO)テータリック,15,テイクアウト,36,TO)ドリンク単品,,,,,,,¥350,1,¥350
2021/03/16(火),155,AFｾｯﾄ)ダルゴナコーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥350,1,¥350
2021/03/16(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",7,"¥7,000"
2021/03/17(水),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",2,"¥2,200"
2021/03/17(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,1,¥900
2021/03/17(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/17(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,3,"¥2,700"
2021/03/17(水),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/17(水),9,ｾｯﾄ)オレンジジュース,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/17(水),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,300",1,"¥1,300"
2021/03/17(水),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/03/17(水),14,野菜春雨炒め,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/17(水),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/17(水),18,揚げ春巻き,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/17(水),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/17(水),33,ビール,5,ディナーメニュー,13,アルコール,,,,,,,¥450,3,"¥1,350"
2021/03/17(水),39,ｱﾝﾁｮﾋﾞ＆ﾋﾟｰﾅｯﾂ炒め,5,ディナーメニュー,11,おつまみ,,,,,,,¥350,1,¥350
2021/03/17(水),45,紹興酒,5,ディナーメニュー,13,アルコール,,,,,,,¥480,1,¥480
2021/03/17(水),47,マレーシア・マリング,5,ディナーメニュー,13,アルコール,,,,,,,¥550,1,¥550
2021/03/17(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,3,"¥2,700"
2021/03/17(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,2,¥300
2021/03/17(水),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/17(水),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,3,"¥1,170"
2021/03/17(水),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥450,1,¥450
2021/03/17(水),120,シフォンケーキ単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥500,1,¥500
2021/03/17(水),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,2,¥300
2021/03/17(水),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥450,1,¥450
2021/03/17(水),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥500,2,"¥1,000"
2021/03/17(水),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",2,"¥2,000"
2021/03/17(水),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",1,"¥1,200"
2021/03/17(水),179,タンブラーバッグ,42,雑貨,43,トートバッグ,,,,,,,¥690,2,"¥1,380"
2021/03/18(木),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",4,"¥4,400"
2021/03/18(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,6,"¥5,400"
2021/03/18(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,7,"¥6,300"
2021/03/18(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,4,"¥3,600"
2021/03/18(木),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/18(木),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,5,¥750
2021/03/18(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,5,"¥4,500"
2021/03/18(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,4,¥600
2021/03/18(木),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,1,¥390
2021/03/18(木),155,AFｾｯﾄ)ダルゴナコーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥350,1,¥350
2021/03/18(木),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥500,1,¥500
2021/03/18(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",4,"¥4,000"
2021/03/19(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,1,¥900
2021/03/19(金),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,3,"¥2,700"
2021/03/19(金),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,3,"¥2,700"
2021/03/19(金),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,2,¥300
2021/03/19(金),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,1,¥150
2021/03/19(金),11,カレーラクサ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/03/19(金),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/03/19(金),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,3,"¥1,050"
2021/03/19(金),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥900,1,¥900
2021/03/19(金),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/19(金),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,4,"¥3,600"
2021/03/19(金),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,4,¥600
2021/03/19(金),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,2,¥780
2021/03/19(金),122,AFｾｯﾄ)コーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,1,¥150
2021/03/19(金),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥450,1,¥450
2021/03/19(金),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",3,"¥3,000"
2021/03/19(金),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",1,"¥1,200"
2021/03/19(金),179,タンブラーバッグ,42,雑貨,43,トートバッグ,,,,,,,¥690,3,"¥2,070"
2021/03/22(月),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/03/22(月),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,3,"¥2,700"
2021/03/22(月),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,6,"¥5,400"
2021/03/22(月),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/22(月),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,300",1,"¥1,300"
2021/03/22(月),12,ナシレマッ,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/03/22(月),13,醤油チキンライス,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,100",1,"¥1,100"
2021/03/22(月),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥500,1,¥500
2021/03/22(月),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/22(月),40,ミロ,5,ディナーメニュー,12,ドリンク,,,,,,,¥350,1,¥350
2021/03/22(月),43,タイガービール(瓶),5,ディナーメニュー,13,アルコール,,,,,,,¥600,1,¥600
2021/03/22(月),56,TO)エビ麺,15,テイクアウト,6,L)麺,,,,,,,"¥1,100",1,"¥1,100"
2021/03/22(月),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥900,1,¥900
2021/03/22(月),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,5,"¥4,500"
2021/03/22(月),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,3,¥450
2021/03/22(月),105,TO)ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,15,テイクアウト,38,TO)デザート,,,,,,,¥500,2,"¥1,000"
2021/03/22(月),135,替玉,5,ディナーメニュー,6,L)麺,,,,,,,¥200,1,¥200
2021/03/22(月),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥450,2,¥900
2021/03/22(月),156,ダルゴナコーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥500,1,¥500
2021/03/22(月),168,擂茶,5,ディナーメニュー,7,L)ご飯,,,,,,,"¥1,200",1,"¥1,200"
2021/03/23(火),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,100",8,"¥8,800"
2021/03/23(火),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥900,4,"¥3,600"
2021/03/23(火),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,9,"¥8,100"
2021/03/23(火),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,4,"¥3,600"
2021/03/23(火),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,2,¥300
2021/03/23(火),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,3,¥450
2021/03/23(火),15,南乳唐揚げ豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/23(火),18,揚げ春巻き,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/23(火),19,揚げ饅頭 ｶﾚｰﾁｷﾝ付,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥700,1,¥700
2021/03/23(火),33,ビール,5,ディナーメニュー,13,アルコール,,,,,,,¥450,1,¥450
2021/03/23(火),35,ハイボール(ｿｰﾀﾞ割り),5,ディナーメニュー,13,アルコール,,,,,,,¥450,1,¥450
2021/03/23(火),44,カールスバーグ(瓶),5,ディナーメニュー,13,アルコール,,,,,,,¥400,1,¥400
2021/03/23(火),47,マレーシア・マリング,5,ディナーメニュー,13,アルコール,,,,,,,¥550,3,"¥1,650"
2021/03/23(火),48,ｼﾝｶﾞﾎﾟｰﾙ・ｽﾘﾝｸﾞ,5,ディナーメニュー,13,アルコール,,,,,,,¥550,1,¥550
2021/03/23(火),50,(赤)グラスワイン,5,ディナーメニュー,13,アルコール,,,,,,,¥550,3,"¥1,650"
2021/03/23(火),51,(白)グラスワイン,5,ディナーメニュー,13,アルコール,,,,,,,¥550,1,¥550
2021/03/23(火),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥900,2,"¥1,800"
2021/03/23(火),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥900,1,¥900
2021/03/23(火),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥900,5,"¥4,500"
2021/03/23(火),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,4,¥600
2021/03/23(火),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥150,3,¥450
2021/03/23(火),100,カシスソーダ,5,ディナーメニュー,13,アルコール,,,,,,,¥450,1,¥450
2021/03/23(火),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥390,5,"¥1,950"
2021/03/23(火),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥450,1,¥450
2021/03/23(火),122,AFｾｯﾄ)コーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,1,¥150
2021/03/23(火),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥150,1,¥150
2021/03/23(火),134,ドラゴンフルーツシャーベット,5,ディナーメニュー,10,デザート,,,,,,,¥350,2,¥700
2021/03/23(火),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥450,3,"¥1,350"
2021/03/23(火),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,000",4,"¥4,000"
2021/03/23(火),178,トートバッグ（ﾅｼﾚﾏｯ）,42,雑貨,43,トートバッグ,,,,,,,"¥1,490",1,"¥1,490"
2021/03/23(火),179,タンブラーバッグ,42,雑貨,43,トートバッグ,,,,,,,¥690,1,¥690
2021/03/24(水),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",2,"¥2,420"
2021/03/24(水),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,4,"¥3,960"
2021/03/24(水),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,9,"¥8,910"
2021/03/24(水),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/03/24(水),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/03/24(水),10,エビ麺,5,ディナーメニュー,6,L)麺,,,,,,,"¥1,430",3,"¥4,290"
2021/03/24(水),14,野菜春雨炒め,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/03/24(水),16,手羽先の塩卵唐揚げ,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/03/24(水),19,揚げ饅頭 ｶﾚｰﾁｷﾝ付,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/03/24(水),21,ココナッツライス,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥220,1,¥220
2021/03/24(水),24,ﾊﾟﾝﾀﾞﾝｼﾌｫﾝｹｰｷ,5,ディナーメニュー,10,デザート,,,,,,,¥550,3,"¥1,650"
2021/03/24(水),25,マレーシア風漬物,5,ディナーメニュー,11,おつまみ,,,,,,,¥385,1,¥385
2021/03/24(水),28,テータリック,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,1,¥385
2021/03/24(水),30,コーヒー,5,ディナーメニュー,12,ドリンク,,,,,,,¥385,2,¥770
2021/03/24(水),44,カールスバーグ(瓶),5,ディナーメニュー,13,アルコール,,,,,,,¥440,1,¥440
2021/03/24(水),47,マレーシア・マリング,5,ディナーメニュー,13,アルコール,,,,,,,¥605,1,¥605
2021/03/24(水),48,ｼﾝｶﾞﾎﾟｰﾙ・ｽﾘﾝｸﾞ,5,ディナーメニュー,13,アルコール,,,,,,,¥605,1,¥605
2021/03/24(水),57,TO)カレーラクサ麺,15,テイクアウト,6,L)麺,,,,,,,¥972,2,"¥1,944"
2021/03/24(水),58,TO)ナシレマッ,15,テイクアウト,7,L)ご飯,,,,,,,¥972,3,"¥2,916"
2021/03/24(水),59,TO)醤油チキンライス,15,テイクアウト,7,L)ご飯,,,,,,,¥972,4,"¥3,888"
2021/03/24(水),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,6,"¥5,940"
2021/03/24(水),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,12,"¥1,980"
2021/03/24(水),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/03/24(水),98,ﾆﾝﾆｸ味茹で豚,5,ディナーメニュー,9,D)ﾃｨﾌｨﾝﾃﾞｨﾅｰ,,,,,,,¥770,1,¥770
2021/03/24(水),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥429,4,"¥1,716"
2021/03/24(水),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥495,3,"¥1,485"
2021/03/24(水),120,シフォンケーキ単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥550,1,¥550
2021/03/24(水),122,AFｾｯﾄ)コーヒー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,4,¥660
2021/03/24(水),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,1,¥165
2021/03/24(水),135,替玉,5,ディナーメニュー,6,L)麺,,,,,,,¥220,1,¥220
2021/03/24(水),152,ライムティー,5,ディナーメニュー,12,ドリンク,,,,,,,¥495,3,"¥1,485"
2021/03/24(水),154,AFｾｯﾄ)ライムティー,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥385,1,¥385
2021/03/24(水),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",5,"¥5,500"
2021/03/24(水),169,TO) 擂茶,15,テイクアウト,21,TO)弁当,,,,,,,"¥1,080",2,"¥2,160"
2021/03/25(木),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",3,"¥3,630"
2021/03/25(木),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,1,¥990
2021/03/25(木),5,L)ナシレマッ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,4,"¥3,960"
2021/03/25(木),6,L)醤油チキンライス,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,1,¥990
2021/03/25(木),7,ｾｯﾄ)紅茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/03/25(木),8,ｾｯﾄ)コーヒー,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,3,¥495
2021/03/25(木),35,ハイボール(ｿｰﾀﾞ割り),5,ディナーメニュー,13,アルコール,,,,,,,¥495,1,¥495
2021/03/25(木),86,L)ﾃｨﾌｨﾝﾗﾝﾁ,4,ランチメニュー,7,L)ご飯,,,,,,,¥990,3,"¥2,970"
2021/03/25(木),94,ｾｯﾄ)テータリック,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,4,¥660
2021/03/25(木),95,ｾｯﾄ)ミロ,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/03/25(木),96,ｾｯﾄ)緑茶,4,ランチメニュー,8,セットドリンク,,,,,,,¥165,1,¥165
2021/03/25(木),118,ホワイト単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥429,1,¥429
2021/03/25(木),119,全粒粉単品,32,アフタヌーンティー,34,AF)単品,,,,,,,¥495,3,"¥1,485"
2021/03/25(木),124,AFｾｯﾄ)テータリック,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,2,¥330
2021/03/25(木),125,AFｾｯﾄ)ミロ,32,アフタヌーンティー,35,AF)セットドリンク,,,,,,,¥165,1,¥165
2021/03/25(木),167,L) 擂茶,4,ランチメニュー,7,L)ご飯,,,,,,,"¥1,100",5,"¥5,500"
2021/03/25(木),179,タンブラーバッグ,42,雑貨,43,トートバッグ,,,,,,,¥759,1,¥759
2021/03/26(金),3,L)エビ麺,4,ランチメニュー,6,L)麺,,,,,,,"¥1,210",1,"¥1,210"
2021/03/26(金),4,L)カレーラクサ麺,4,ランチメニュー,6,L)麺,,,,,,,¥990,8,"¥7,920"
